kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
583,,,,,,
584,le,C1292157#C0409974,"astenia,volumen,le","C0004093#C3714552,C0449468#C0178733,C1292157#C0409974",astenia,C0004093#C3714552
585,"colelitiasis,esplenomegalia","C0008350#C0947622,C0038002",mujer,C0043210#C0015780#C0086418,"colelitiasis,esplenomegalia","C0008350#C0947622,C0038002"
586,tromboembolismo,C0040038,no alcanza,C0560523 C0560523,tromboembolismo,C0040038
587,fibrilación auricular hemorragia digestiva,C0004238 C0004238 C0017181 C0017181,,,"fibrilación,hemorragia,melenas","C0004238_1,C0017181_1,C0025222#C0222048"
588,"desviación,esplenomegalia","C0185033#C0333051,C0038002",,,"desviación,anisotrombia,esplenomegalia,mutación","C0185033#C0333051,-,C0038002,-"
589,trombopenia,C0040034_1,,,"trombopenia,alargamiento,esquistocitos","C0040034_1,C0441592,C0221282"
590,"enfermedad,hepatomegalia","C0012634#C0039082,C0019209","Mujer,molestias,fiebre","C0043210#C0015780#C0086418,C0231218,C0015967","enfermedad,de,Waldenström,recidiva,HLA,aumento,molestias,fiebre,hepatomegalia,oleada","C0012634#C0039082,C0332285,-,C0034897#C2945760#C0035020,-,C0442805,C0231218,C0015967,C0019209,-"
591,"exantema,hendidura,uveítis anterior úlcera escrotal","C0015230,C0332469,C0022073#C0042165 C0022073#C0042165 C0268948 C0268948",,,"exantema,pruriginoso,alteraciones,uveítis,úlcera,sífilis,VIH","C0015230,C0439707,-,C0022073#C0042165_1,C0268948_1,C0039128,C0458074#C0019682_1"
592,"enfermedad,deterioro,nódulo","C0012634#C0039082,C1265875#C0684336#C0231171,C0028259","consecuencia,fiebre,tos seca,deterioro,signo del halo","C0543419#C1368999#C1704419#C1280500#C1280519,C0015967,C0850149 C0850149,C1265875#C0684336#C0231171,C0233205 C0233205 C0233205","enfermedad,diabetes,fiebre,tos,dolor,deterioro,nódulo,hifas","C0012634#C0039082,-,C0015967,C0850149_1,C0030193,C1265875#C0684336#C0231171,C0028259,C0521057#C0949695"
593,,,"mujer,disuria,polaquiuria,flujo vaginal","C0043210#C0015780#C0086418,C0013428,C0042023_1,C0227791 C0227791","disuria,polaquiuria,tenesmo,urgencia","C0013428,C0042023_1,C0232726,C0439609"
594,rinorrea,C1260880_1,dificultad respiratoria rinorrea,C0013404#C0553668 C0013404#C0553668 C1260880,"adenopatía,dificultad,rinorrea,taponamiento","-,C0013404#C0553668_1,C1260880_1,C0332459"
595,cáncer,C1306459#C0936282#C0006826,,,cáncer,C1306459#C0936282#C0006826
596,"trastorno obsesivo-compulsivo,infección,gastroenteritis aguda","C0028768 C0028768,C0009450,C0267446 C0267446","niño de,fiebre,diarrea","C0680063 C0680063,C0015967,C0011991","trastorno,obsesivo-compulsivo,TOC,tics,corea,manifestaciones,neurológicas,infección,fiebre,gastroenteritis,diarrea","C0028768_1,C0028768_2,-,C0040188,-,-,C0205494,C0009450,C0015967,C0267446_1,C0011991"
597,"síncope,claudicación intermitente hipertensión arterial,le,edemas,sedimento,dilatación","C0039070#C0332521_1,C0021775 C0021775 C0020538 C0020538,C1292157#C0409974,C0013604,C0333562,C0012359","síncope,fumador,le,malestar general,edemas","C0039070#C0332521_1,C0337664,C1292157#C0409974,C0234215#C0231218 C0234215#C0231218,C0013604","síncope,fumador,claudicación,hipertensión,malestar,astenia,pérdida,edemas,dilatación","C0039070#C0332521_1,C0337664,C0021775_1,C0020538_1,C0234215#C0231218_1,C0004093#C3714552,-,C0013604,C0012359"
598,"insuficiencia renal crónica nefropatía diabética,deterioro","C0403447 C0403447 C0403447 C0011881 C0011881,C1265875#C0684336#C0231171",deterioro,C1265875#C0684336#C0231171,"insuficiencia,nefropatía,deterioro","C0403447_1,C0011881_1,C1265875#C0684336#C0231171"
599,"infecciones,cistitis,le","C0009450,C0010692,C1292157#C0409974","Mujer,le,fiebre,dolor","C0043210#C0015780#C0086418,C1292157#C0409974,C0015967,C0030193","infecciones,cistitis,fiebre,dolor,ureterohidronefrosis,jet","C0009450,C0010692,C0015967,C0030193,-,-"
600,"choque,cálculos,hipercalciuria","C0036974,C0006736,C0020438","Mujer,cólicos","C0043210#C0015780#C0086418,C0423605#C0232488#C3665357","masa,cólicos,oxalato,cálcico,hipercalciuria,recidiva","C1305855_3,C0423605#C0232488#C3665357,C2939413#C0029988,-,C0020438,C0034897#C2945760#C0035020"
601,"hematuria macroscópica,litiasis,cistocele,cistocele","C0473237 C0473237,C0023869,C1394494,C1394494","mujer,fumadora","C0043210#C0015780#C0086418,C0337664","hematuria,coágulos,fumadora,litiasis,cistocele,cistocele","C0473237_1,C0302148,C0337664,C0023869,C1394494,C1394494"
602,"asma,le,crisis de asma","C0004096#C0085129#C1319018#C1260881,C1292157#C0409974,C0347950 C0347950 C0347950","le,hallazgos","C1292157#C0409974,C0243095","asma,crisis,asma,agudización,asma","C0004096#C0085129#C1319018#C1260881,C0347950_1,C0347950_3,-,C0004096#C0085129#C1319018#C1260881"
603,"leucocitosis,desviación","C0023518#C0750426,C0185033#C0333051","disnea,fiebre,taquipnea,cianosis,estertores crepitantes","C0013404#C0553668,C0015967,C0231835,C0010520,C0034642 C0034642","disnea,cuadro,catarral,aumento,fiebre,taquipnea,cianosis,estertores,crepitantes,leucocitosis,desviación","C0013404#C0553668,-,-,C0442805,C0015967,C0231835,C0010520,C0034642_1,C0034642_2,C0023518#C0750426,C0185033#C0333051"
604,derrame pleural,C0032227 C0032227,"mujer,disnea,líquido","C0043210#C0015780#C0086418,C0013404#C0553668,C0444611#C1304698#C1697794#C0302908#C1704353","disnea,derrame,adenopatías","C0013404#C0553668,C0032227_1,-"
605,"disminución,disminución,desviación de la tráquea","C0333668#C0547047,C0333668#C0547047,C0392014 C0392014 C0392014 C0392014","disnea,murmullo vesicular","C0013404#C0553668,C0231857 C0231857","disnea,disminución,disminución,desviación,matidez","C0013404#C0553668,C0333668#C0547047,C0333668#C0547047,C0392014_1,-"
606,"le,esguince,síncope,hipertensión pulmonar,defectos","C1292157#C0409974,C0038045#C0409497,C0039070#C0332521_1,C0020542 C0020542,C1457869#C0231172","hallazgo,le,disnea,mareo,síncope,signos,defectos","C0243095,C1292157#C0409974,C0013404#C0553668,C0012833#C0220870,C0039070#C0332521_1,C0311392,C1457869#C0231172","esguince,disnea,mareo,síncope,hipotensión,hipertensión,defectos","C0038045#C0409497,C0013404#C0553668,C0012833#C0220870,C0039070#C0332521_1,C0020649,C0020542_1,C1457869#C0231172"
607,"papiledema,hematoma,trombosis venosa","C0030353#C0155288,C0018944,C0042487 C0042487","Mujer,cefalea,papiledema,crisis","C0043210#C0015780#C0086418,C0018681,C0030353#C0155288,C0231224","cefalea,papiledema,crisis,hematoma,trombosis","C0018681,C0030353#C0155288,C0231224,C0018944,C0042487_1"
608,neoplasia intraepitelial,C0345977 C0345977,Mujer,C0043210#C0015780#C0086418,"nuligesta,papiloma,alteración,LSIL,neoplasia","-,C0021344_3,-,-,C0345977_1"
609,acné,C0702166,Mujer,C0043210#C0015780#C0086418,acné,C0702166
611,,,"mujer,obesa,metrorragia","C0043210#C0015780#C0086418,C0028754,C0025874","obesa,metrorragia","C0028754,C0025874"
612,"exudado,endometriosis","C0015388#C0311437,C0014175#C0311312","heterosexual,esterilidad,mujer,varón","C1527360#C0019421,C0021359,C0043210#C0015780#C0086418,C0086582","exudado,esterilidad,endometriosis","C0015388#C0311437,C0021359,C0014175#C0311312"
613,le,C1292157#C0409974,"Primigesta,Gestación,vivo,Líquido amniótico normal","C0860096,C0549206#C0032961#C0549169,C2584946,C0566729 C0566729 C0566729","Líquido,amniótico,náuseas,esquistocitos","C0566729_1,C0566729_2,-,C0221282"
614,"sangrado,zonas","C0019080,C0019360","Mujer,metrorragia,sangrado,hallazgo","C0043210#C0015780#C0086418,C0025874,C0019080,C0243095","metrorragia,bache,sintomatología,perimenopáusica,sangrado","C0025874,C0562973,-,-,C0019080"
615,cáncer de mama,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222,"mujer,obesa,portadora","C0043210#C0015780#C0086418,C0028754,C0560175","obesa,mutación,BRCA-2,cáncer","C0028754,-,-,C0006142#C0678222_1"
616,disminución,C0333668#C0547047,"Mujer,pesar","C0043210#C0015780#C0086418,C1879338#C0018235","diabetes,mal,control,disminución,afectación","-,C0205169,C2587213,C0333668#C0547047,-"
617,disminución,C0333668#C0547047,fiebre,C0015967,"fiebre,disminución","C0015967,C0333668#C0547047"
618,cardiopatía congénita comunicación interauricular,C0152021#C0018798 C0152021#C0018798 C0018817 C0018817,hallazgos,C0243095,cardiopatía,C0152021#C0018798_1
619,"vómitos,eritema,le","C0042963_1,C0041834,C1292157#C0409974","irritabilidad,eritema,le,lactancia","C0022107,C0041834,C1292157#C0409974,C0231330#C0006147","vómitos,irritabilidad,eritema,decaimiento","C0042963_1,C0022107,C0041834,-"
621,modelo,C0335295#C0302143,"Recién nacido,actuación","C0021289#C2239178 C0021289#C2239178,C0699820",esfuerzo,C0425466_1
622,"hirsutismo,acné","C0019572,C0702166",sudoración,C0038990_1,"hirsutismo,acné,sudoración,telarquia,axilarquia","C0019572,C0702166,C0038990_1,-,-"
623,"abscesos,tuberculosis pulmonar nocardiosis pulmonar fístula perianal","C0000833,C0041327 C0041327 C0275583 C0275583 C0205929#C0267561#C0149889 C0205929#C0267561#C0149889",niño de,C0680063 C0680063,"abscesos,enterobacterias,tuberculosis,nocardiosis,cuadro,diarreico,fístula,inmunodeficiencia,ASCA,lesiones","C0000833,-,C0041327_1,C0275583_1,-,-,C0205929#C0267561#C0149889_1,C0019682_4,C0521060,C0332447#C1313971#C0221198"
624,metabolopatía,C0025517,crisis,C0231224,"crisis,convulsiva,metabolopatía","C0231224,-,C0025517"
625,derivación,C1442858#C0542331,"problemas,somnoliento","C0033213,C0013144","nervioso,somnoliento","-,C0013144"
626,"fiebre,ondulante,dolor lumbar,tumefacción,impotencia,artritis de rodilla","C0006309#C0424781_1,C0006309#C0424781_2,C0024031 C0024031,C0038999,C0242350,C0240111 C0240111 C0240111","fiebre,ondulante,dolor,tumefacción,impotencia","C0006309#C0424781_1,C0006309#C0424781_2,C0030193,C0038999,C0242350","fiebre,dolor,dolor,tumefacción,impotencia,artritis,líquido,aspecto,inflamatorio","C0006309#C0424781_1,C0030193,C0024031_1,C0038999,C0242350,C0240111_1,C0039097_1,C0700364#C0233426#C0332441,C0333348"
627,,,"Mujer,fiebre","C0043210#C0015780#C0086418,C0015967","poliartritis,fiebre","C0162323,C0015967"
628,"hemorragia digestiva,impotencia,le","C0017181 C0017181,C0242350,C1292157#C0409974","dolor,impotencia,dolor,signos,le","C0030193,C0242350,C0030193,C0311392,C1292157#C0409974","hemorragia,dolor,enrojecimiento,impotencia,dolor,febrícula,signos,inflamatorios","C0017181_1,C0030193,C0005874,C0242350,C0030193,-,C0311392,C0333348"
629,"purulenta,púrpura,hematuria microscópica,nódulos","C0439665,C0439542#C0034150,C0239937 C0239937,C0028259","astenia,pérdida de peso secreción nasal,tos","C0004093#C3714552,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591 C1260880 C1260880,C0010200_1","febrícula,astenia,pérdida,secreción,tos,expectoración,púrpura,hematuria,cilindros,hemáticos,nódulos","-,C0004093#C3714552,C0043096#C1285591_1,C1260880_1,C0010200_1,C0232515#C0038056,C0439542#C0034150,C0239937_1,C0302143,-,C0028259"
630,"le,múltiples fracturas costales","C1292157#C0409974,C0272567 C0272567 C0272567","mujer,dolor,le,analgesia","C0043210#C0015780#C0086418,C0030193,C1292157#C0409974,C0344307","politraumatismo,dolor,hipotensa,fracturas","-,C0030193,-,C0272567_2"
631,"traumatismo,disminución,deformidad","C3263723,C0333668#C0547047,C0302142","dolor,dolor,deformidad,crepitación","C0030193,C0030193,C0302142,C0034642","dolor,dolor,traumatismo,dolor,disminución,elevación,deformidad,crepitación,aumento","C1719974_3,C0030193,C3263723,C0030193,C0333668#C0547047,C0439775,C0302142,C0034642,C0442805"
632,"le,colapso","C1292157#C0409974,C0344329#C0332521","le,dolor moderado","C1292157#C0409974,C0278139 C0278139","osteonecrosis,dolor,colapso","-,C0278139_1,C0344329#C0332521"
633,dolor lumbar,C0024031 C0024031,"dolor,déficit","C0030193,C0162429","dolor,dolor,déficit,alteraciones","C0024031_1,C0030193,C0162429,-"
634,"bloqueos,osteocondritis disecante","C0028778,C0029421 C0029421",dolor,C0030193,"dolor,bloqueos,osteocondritis","C0030193,C0028778,C0029421_1"
635,metástasis,C2939419#C0013930,dolor intenso,C0458256 C0458256,"metástasis,dolor,lesión","C2939419#C0013930,C0458256_1,C0221204_1"
636,"hipertensión arterial,le","C0020538 C0020538,C1292157#C0409974","mujer,le,nerviosismo,dolor,sudoración","C0043210#C0015780#C0086418,C1292157#C0409974,C0027769,C0030193,C0038990_1","hipertensión,nerviosismo,dolor,náuseas,sudoración,agitada,nerviosa","C0020538_1,C0027769,C0030193,-,C0038990_1,-,-"
637,"lesiones,flictenas","C0332447#C1313971#C0221198,C0005758#C0344311",,,"lesiones,flictenas,dolorosas","C0332447#C1313971#C0221198,C0005758#C0344311,-"
638,cáncer de mama carcinoma ductal infiltrante,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475,,,"cáncer,carcinoma,afectación","C0006142#C0678222_1,C1412014#C1176475_1,-"
639,"cáncer,complicación,enfermedad,hipertensión arterial edema cerebral","C1306459#C0936282#C0006826,C0009566#C2362589,C0012634#C0039082,C0020538 C0020538 C0006114#C1527311 C0006114#C1527311","Mujer,cefalea","C0043210#C0015780#C0086418,C0018681","cáncer,afectación,cefalea,alteraciones,tendencia,al,sueño,hipertensión,alteración,edema","C1306459#C0936282#C0006826,-,C0018681,-,-,-,C0037313,C0020538_1,-,C0006114#C1527311_1"
640,"úlceras,decúbito","C0041582,C0442303#C0011127","debilidad,fatiga extrema,ruido,apnea","C0424594#C0004093#C3714552,C0392674 C0392674,C0006318,C0003578","debilidad,fatiga,atragantamiento,úlceras,apnea","C0424594#C0004093#C3714552,C0392674_1,C0008301,C0041582,C0003578"
641,"carcinoma,metástasis","C0007097,C2939419#C0013930","Mujer,desorientación,agitación psicomotriz","C0043210#C0015780#C0086418,C0233407,C0085631 C0085631","carcinoma,metástasis,desorientación,agitación","C0007097,C2939419#C0013930,C0233407,C0085631_1"
642,"demencia,le","C0497327,C1292157#C0409974","mujer,le,problema","C0043210#C0015780#C0086418,C1292157#C0409974,C0033213","demencia,cáncer","C0497327,C0581834_3"
643,"le,trombosis","C1292157#C0409974,C0087086#C0003148#C0040053","Mujer,fumadora,dolor en la pierna derecha,le","C0043210#C0015780#C0086418,C0337664,C0564823 C0564823 C0564823 C0564823 C0564823,C1292157#C0409974","fumadora,dolor,hinchazón,trombosis","C0337664,C0564823_1,C0038999,C0087086#C0003148#C0040053"
644,,,niño de,C0680063 C0680063,atropello,-
645,acidosis metabólica,C0220981 C0220981,actuaciones,C0699820,acidosis,C0220981_1
646,"lesión,lesión","C0332447#C1313971#C0221198,C0332447#C1313971#C0221198","Mujer,ictericia","C0043210#C0015780#C0086418,C0022346","ictericia,lesión,lesión","C0022346,C0332447#C1313971#C0221198,C0332447#C1313971#C0221198"
647,edemas,C0013604,"insuficiencia,disnea,edemas","C0231179,C0013404#C0553668,C0013604","insuficiencia,etiología,isquémica,disnea,edemas","C0231179,C1314792,C0475224,C0013404#C0553668,C0013604"
648,"retraso del crecimiento,petequias,esplenomegalia,trombocitopenia","C0456070#C0015544#C0151686 C0456070#C0015544#C0151686 C0456070#C0015544#C0151686,C0031256,C0038002,C0040034_1","Recién nacido a término,ictericia,trombocitopenia","C0456128 C0456128 C0456128 C0456128,C0022346,C0040034_1","retraso,microcefalia,ictericia,petequias,esplenomegalia,trombocitopenia,calcificaciones","C0456070#C0015544#C0151686_1,C0025958,C0022346,C0031256,C0038002,C0040034_1,C1533591"
649,,,"contracciones,dolor abdominal","C1140999,C0000737 C0000737","contracciones,dolor","C1140999,C0000737_1"
650,"le,le,le,le,le","C1292157#C0409974,C1292157#C0409974,C1292157#C0409974,C1292157#C0409974,C1292157#C0409974","le,miedo,le,le,sensación de ahogo,le,le,miedo","C1292157#C0409974,C0015726#C1288289,C1292157#C0409974,C1292157#C0409974,C0008301#C0546947 C0008301#C0546947 C0008301#C0546947,C1292157#C0409974,C1292157#C0409974,C0015726#C1288289","miedo,sensación,de,ahogo,cuadro,vaso-vagal","C0015726#C1288289,C0008301#C0546947_1,C0008301#C0546947_2,C0008301#C0546947_3,-,-"
651,hepatitis B,C0019163 C0019163,,,hepatitis,C0019163_1
652,esclerosis múltiple,C0026769 C0026769,ataxia,C0004134,"esclerosis,ataxia","C0026769_1,C0004134"
653,,,"Mujer,discapacidad","C0043210#C0015780#C0086418,C0231170","retraso,menarquia,discapacidad","-,-,C0231170"
655,"epilepsia,conjuntivitis,lesiones","C0014544,C0009763,C0332447#C1313971#C0221198","fiebre,odinofagia","C0015967,C0221150","epilepsia,fiebre,odinofagia,conjuntivitis,lesiones,desprendimiento","C0014544,C0015967,C0221150,C0009763,C0332447#C1313971#C0221198,-"
657,ganglio centinela carcinoma ductal infiltrante,C0272401#C0677944 C0272401#C0677944 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475,"Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743","comorbilidades,carcinoma","C1275743,C1412014#C1176475_1"
658,"bulto,cáncer de mama","C0577559,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222","Mujer,bulto","C0043210#C0015780#C0086418,C0577559","cáncer,nódulo","C0006142#C0678222_1,C0028259"
659,dilatación,C0012359,"Primigesta,embarazo","C0860096,C0549206#C0032961#C0549169","amniorrea,estreptococo,dilatación","-,C0038402,C0012359"
660,"síndrome,ovarios poliquísticos","C0012634#C0039082,C0032460 C0032460","mujer,esterilidad,esterilidad","C0043210#C0015780#C0086418,C0021359,C0021359","síndrome,de,ovarios,poliquísticos,esterilidad","C0012634#C0039082,C0332285,C0032460_1,C0032460_2,C0021359"
661,síndrome del cromosoma X frágil,C0016667 C0016667 C0016667 C0016667 C0016667,"mujer,portadora","C0043210#C0015780#C0086418,C0560175","síndrome,del,cromosoma,X,frágil","C0016667_1,C0016667_2,C0016667_3,C0016667_4,C0016667_5"
662,,,"Varón,déficit","C0086582,C0162429","miope,diabetes,déficit","-,-,C0162429"
663,zona,C0019360,"Mujer,mirada","C0043210#C0015780#C0086418,C0553544",,
664,,,masa mediastínica nódulo hepático,C0240318#C0025063 C0240318#C0025063 C0745761 C0745761,"masa,nódulo","C0240318#C0025063_1,C0745761_1"
665,"lesión,secreción purulenta,prurito,otorrea","C0332447#C1313971#C0221198,C1305623#C0333274 C1305623#C0333274,C0036262#C0033774_1,C0155540","dolor intenso,prurito,hipoacusia,signos","C0458256 C0458256,C0036262#C0033774_1,C1384666,C0311392","sintomatología,lesión,dolor,secreción,purulenta,taponamiento,prurito,hipoacusia,otorrea,signos,inflamatorios","-,C0332447#C1313971#C0221198,C0458256_1,C1305623#C0333274_1,C1305623#C0333274_2,C0332459,C0036262#C0033774_1,C1384666,C0155540,C0311392,C0333348"
666,insuficiencia renal crónica vómitos,C0403447 C0403447 C0403447 C0042963,"Niño de,malestar general","C0680063 C0680063,C0234215#C0231218 C0234215#C0231218","insuficiencia,vómitos,malestar,palpitaciones","C0403447_1,C0042963_1,C0234215#C0231218_1,-"
667,disminución,C0333668#C0547047,"dificultad respiratoria dificultad respiratoria,roncus,soplos","C0013404#C0553668 C0013404#C0553668 C0013404#C0553668 C0013404#C0553668,C0035508,C0006318#C0018808","dificultad,dificultad,retracción,roncus,espiración,disminución,soplos","C0013404#C0553668_1,C0013404#C0553668_1,C0332523,C0035508,C0231800,C0333668#C0547047,C0006318#C0018808"
668,,,Niño de,C0680063 C0680063,vello,C0221988_1
669,derivación,C1442858#C0542331,"problemas,somnoliento","C0033213,C0013144","desorientado,nervioso,somnoliento","-,-,C0013144"
671,"reducción,trastorno bipolar","C0333668,C0005586 C0005586","temblor,disartria","C0040822#C1527384_1,C0013362","ACV,trastorno,bipolar,temblor,ataxia,disartria,mioclonías,fasciculaciones","C1277291_3,C0005586_1,C0005586_2,C0040822#C1527384_1,C0004134,C0013362,-,-"
672,escoliosis idiopática,C0595995 C0595995,signo,C0311392,"premenárquica,escoliosis","-,C0595995_1"
673,le,C1292157#C0409974,"Mujer,dificultad para caminar dolor leve,debilidad,disestesias","C0043210#C0015780#C0086418,C0311394 C0311394 C0311394 C0278138 C0278138,C0424594#C0004093#C3714552,C0392699","dificultad,dolor,debilidad,disestesias","C0311394_1,C0278138_1,C0424594#C0004093#C3714552,C0392699"
674,"síncope,secuelas,hipertrofia ventricular izquierda","C0039070#C0332521_1,C0543419#C1368999,C0149721 C0149721 C0149721","síncope,secuelas,soplo sistólico ritmo sinusal","C0039070#C0332521_1,C0543419#C1368999,C0232257 C0232257 C0232201 C0232201","hipertenso,síncope,secuelas,soplo,hipertrofia","-,C0039070#C0332521_1,C0543419#C1368999,C0232257_1,C0149721_1"
675,"pielonefritis aguda vómitos fibrilación auricular paroxística,síncope","C0520575 C0520575 C0042963 C0235480 C0235480 C0235480,C0039070#C0332521_1","mujer,agitación,síncope","C0043210#C0015780#C0086418,C0085631,C0039070#C0332521_1","pielonefritis,vómitos,fibrilación,agitación,síncope","C0520575_1,C0042963_1,C0235480_1,C0085631,C0039070#C0332521_1"
676,"cirrosis hepática,deterioro","C0023890 C0023890,C1265875#C0684336#C0231171","ictericia,fiebre,deterioro","C0022346,C0015967,C1265875#C0684336#C0231171","cirrosis,ictericia,fiebre,deterioro","C0023890_1,C0022346,C0015967,C1265875#C0684336#C0231171"
677,"esteatosis hepática,hepatitis vírica","C2711227#C0015695 C2711227#C0015695,C0042721 C0042721",autoinmunidad,C0004368,"hipertransaminasemia,esteatosis,hipotiroideo,obesidad,hepatitis,VHA,VHB,VHC","-,C2711227#C0015695_1,-,C0028754#C0451819#C1563743,C0042721_1,-,-,-"
678,linfocitosis,C0024282#C0853698,linfocitosis,C0024282#C0853698,linfocitosis,C0024282#C0853698
679,"le,leucemia aguda","C1292157#C0409974,C0085669#C1378512#C1378511 C0085669#C1378512#C1378511","Mujer,fiebre,le","C0043210#C0015780#C0086418,C0015967,C1292157#C0409974","fiebre,leucemia","C0015967,C0085669#C1378512#C1378511_1"
680,"epistaxis,equimosis,esplenomegalia,trombocitopenia","C0014591,C0013491,C0038002,C0040034_1","equimosis,trombocitopenia,tamaño aumentado","C0013491,C0040034_1,C0332509 C0332509","epistaxis,equimosis,esplenomegalia,trombocitopenia","C0014591,C0013491,C0038002,C0040034_1"
681,,,volumen,C0449468#C0178733,"clínica,miccional,patología","C0205210,-,C0030664"
682,"fosa,leucocitosis,neutrofilia,hematuria microscópica,pielonefritis aguda,leucocitosis","C0332471,C0023518#C0750426,C3665444#C1282609#C0151683,C0239937 C0239937,C0520575 C0520575,C0023518#C0750426","Mujer,dolor,fiebre,leucocitosis,neutrofilia,piuria,fiebre,leucocitosis,deterioro de la función renal","C0043210#C0015780#C0086418,C0030193,C0015967,C0023518#C0750426,C3665444#C1282609#C0151683,C0034359,C0015967,C0023518#C0750426,C1278220 C1278220 C1278220 C1278220 C1278220","dolor,fiebre,leucocitosis,neutrofilia,hematuria,leucocituria,piuria,pielonefritis,fiebre,leucocitosis,deterioro","C0030193,C0015967,C0023518#C0750426,C3665444#C1282609#C0151683,C0239937_1,-,C0034359,C0520575_1,C0015967,C0023518#C0750426,C1278220_1"
683,nefropatía diabética,C0011881 C0011881,albuminuria,C0001925#C0033687,"nefropatía,albuminuria","C0011881_1,C0001925#C0033687"
684,derrame,C0013687,"Mujer,tos no productiva,dolor pleurítico","C0043210#C0015780#C0086418,C0850149 C0850149 C0850149,C0008033 C0008033","tos,fiebre,dolor,derrame","C0850149_1,C0015967,C0008033_1,C0013687"
685,obstrucción,C0028778,taquipnea,C0231835,"EPOC,obstrucción,exacerbaciones,taquipnea","-,C0028778,-,C0231835"
686,epilepsia mioclónica juvenil,C0270853 C0270853 C0270853,Mujer,C0043210#C0015780#C0086418,epilepsia,C0270853_1
687,"deterioro,hematoma intraparenquimatoso hematoma occipital","C1265875#C0684336#C0231171,C2937358 C2937358 C0585123 C0585123","deterioro,hemianopsia homónima derecha,paresia facial","C1265875#C0684336#C0231171,C0271203 C0271203 C0271203,C0427055 C0427055","deterioro,hemianopsia,afasia,paresia,hematoma,hematoma","C1265875#C0684336#C0231171,C0271203_1,C0003537,C0427055_1,C2937358_1,C0585123_1"
688,síncopes,C0039070#C0332521,"Mujer,crisis,síncopes","C0043210#C0015780#C0086418,C0231224,C0039070#C0332521","pérdida,crisis,epilépticas,síncopes","-,C0231224,-,C0039070#C0332521"
689,,,,,"dolor,febrícula","C1719974_3,-"
690,"le,le","C1292157#C0409974,C1292157#C0409974","Mujer,despierta,le,le","C0043210#C0015780#C0086418,C0234422,C1292157#C0409974,C1292157#C0409974",adormecimiento,-
691,"tumor,infarto agudo de miocardio,ausencia","C0027651,C0155626 C0155626 C0155626 C0155626,C1689985#C0014553","varón,dolor,motilidad","C0086582,C0030193,C0449580#C1510470#C0678835#C0425245","tumor,infarto,dolor,frialdad,pérdida","C0027651,C0155626_1,C0030193,-,-"
692,"ptosis palpebral,masa,lesión","C0005745 C0005745,C1306372#C0577559,C0332447#C1313971#C0221198","fumador,masa","C0337664,C1306372#C0577559","fumador,dolor,ptosis,masa,lesión,invasión","C0337664,C1719974_3,C0005745_1,C1306372#C0577559,C0332447#C1313971#C0221198,-"
693,"traumatismo,múltiples fracturas costales","C3263723,C0272567 C0272567 C0272567",,,"traumatismo,fracturas,hipoxemia","C3263723,C0272567_2,C0700292#C0242184"
694,"disfagia,carcinoma epidermoide","C0232520#C0011168,C0007137 C0007137","disfagia,tumoración","C0232520#C0011168,C0577559","disfagia,tumoración,carcinoma,adenopatías","C0232520#C0011168,C0577559,C0007137_1,-"
695,,,"Mujer,obesa,dolor abdominal","C0043210#C0015780#C0086418,C0028754,C0000737 C0000737","obesa,dolor,fiebre,orinas","C0028754,C0000737_1,C0015967,C0042036"
696,neumonía adquirida en la comunidad derrame pleural,C0694549 C0694549 C0694549 C0694549 C0694549 C0032227 C0032227,"fiebre,dolor","C0015967,C0030193","fiebre,dolor,neumonía,derrame","C0015967,C0030193,C0694549_1,C0032227_1"
697,,,"conducta,Varón,timpanismo","C0004927,C0086582,C0000731#C1291077","hipofonesis,timpanismo","-,C0000731#C1291077"
698,,,"debilidad,parestesias,debilidad,arreflexia","C0424594#C0004093#C3714552,C0030554,C0424594#C0004093#C3714552,C0234146","debilidad,parestesias,debilidad,arreflexia","C0424594#C0004093#C3714552,C0030554,C0424594#C0004093#C3714552,C0234146"
699,"hemorragia subaracnoidea,sangrado,hemiparesia","C0038525 C0038525,C0019080,C0018989",sangrado,C0019080,"hemorragia,aneurisma,sangrado,alteración,hemiparesia","C0038525_1,C0002940,C0019080,-,C0018989"
700,"fibrilación auricular cardiopatía isquémica,le","C0004238 C0004238 C0002962#C0151744 C0002962#C0151744,C1292157#C0409974","Mujer,caída,le,dolor intenso","C0043210#C0015780#C0086418,C0085639,C1292157#C0409974,C0458256 C0458256","EPOC,HTA,dislipemia,fibrilación,cardiopatía,caída,dolor,acortamiento","-,-,-,C0004238_1,C0002962#C0151744_1,C0085639,C0458256_1,C0441636"
