year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2021,,,,,"Paciente de 44 años con lesión (16x8x12 cm) de crecimiento rápido que interesa las partes blandas del tercio proximal del muslo derecho. Refiere que ha empezado a notar la masa, que tiene una consistencia dura y está adherida a planos profundos, en los últimos 6 meses. Previamente hacía deporte habitualmente, llegando a haber terminado alguna maratón. Se observa a la exploración circulación colateral, pero no se palpan adenopatías inguinales derechas. Tras la biopsia se confirma que se trata de un sarcoma pleomórfico indiferenciado de alto grado, que en los estudios de imagen se encuentra proximal al trocánter menor. La TC de extensión es negativa. ¿Cuál sería su actitud terapéutica?:","En los márgenes de resección, tenemos: intralesional → marginal (opción 3) → Ampliada → Radical (opciones 1 y 4). Se trata de un tumor de alto grado, en el que está indicada la resección ampliada que incluye márgenes libres del tumor. La cirugía radical de amputación no ha demostrado mejorar la supervivencia reservándose para casos seleccionados (invasión de estructuras neurovasculares, fractura patológica…). Por lo tanto, descartamos tanto la opción 1 como 4; la opción 3 también queda descartada, porque es un margen menor que la ampliada; por eliminación nos quedamos con la 2.","Marco F (Ed.) Traumatología y Ortopedia para el grado en Medicina. Elsevier, Madrid. 2015. ISBN 9788480866774 : Pág 181: Cirugía de resección: Teniendo en cuenta los márgenes a cuyo nivel se realice la extirpación del tumor, hay que considerar varios tipos de resección: intralesional o intratumoral, marginal, ampliada y radical. • En la resección intralesional se hace el abordaje directo del tumor y su extirpación atravesando el mismo o, si es cavitario, vaciando su contenido mediante legrado y raspado de la pared. Esta tipo de resección solo está indicada en lesiones benignas que están limitadas por una cápsula o que son cavitarias (encondromas, lesiones quísticas, tumores de células gigantes y algunos condroblastomas). • La resección marginal se hace a nivel de la periferia o en las proximidades del tumor y por fuera de la cápsula, justamente en la zona reactiva que la rodea. Estaría indicada en tumores benignos activos y agresivos (tumores agresivos de células gigantes, condroblastomas agresivos, osteocondromas, etc.). • La resección con márgenes amplios, o resección ampliada, se hace lejos de la periferia del tumor y de su zona reactiva y siempre en tejido sano a una distancia mínima de 1 cm de la lesión (fig. e l 7 .10). En realidad se trata de una resección intracompartimental y sobre todo se utiliza en tumores malignos, tanto de bajo como de alto grado, intracompartimentales. En la actualidad, la cirugía asistida por «navegación» está empezando a utilizarse con el objetivo de conseguir una mejor selección de los márgenes de resección. • La resección de tipo radical se realiza por fuera de los límites del compartimento, lo que implica la extirpación total del mismo junto con el tumor. Esta resección estaría indicada básicamente en el caso de tumores de alta malignidad y gran extensión local. Las amputaciones y desarticulaciones de los miembros son formas de resección radical pero muy agresivas y mutilantes, que obligan al sacrificio del miembro, por lo que están indicadas en los casos en que no lo está una cirugía de «salvación», circunstancia que se da en los siguientes casos: tumores con gran invasión de partes blandas, cuando existe infiltración de los ejes neurovasculares, en infecciones y en secuelas de la radioterapia; también se valora en los casos que se complican con una fractura patológica. Los progresos obtenidos con la cirugía conservadora han limitado mucho en la actualidad las indicaciones de la cirugía mutilante. Pág 190: TUMORES MALIGNOS (SARCOMAS DE PARTES BLANDAS): En principio, el tratamiento tiene como objetivo la resección de la lesión con los márgenes de seguridad adecuados y si es posible la conservación del miembro afectado (cirugía de salvación del miembro). Los márgenes de resección en estos tumores deben ser amplios o radicales. En el caso de que esta resección no haya sido lo suficientemente amplia (al menos de 2-3 cm de margen), las tasas de recurrencia local suelen ser muy altas. No obstante, y a pesar de que la resección sea amplia, estas recurrencias pueden llegar a ser de hasta el 25%. Pág 191: Histiocitoma fibroso maligno. Es el más frecuente de los sarcomas de partes blandas (40% de todos ellos). Se observa generalmente en adultos varones por encima de los 50 años, se localiza en tejidos profundos de las extremidades inferiores y sobre todo en el muslo, presentándose como una masa de crecimiento lento poco o nada dolorosa. Existen diferentes tipos histológicos: mixoide, angiomatoide y estoriforme-pleomórfico, siendo este último el más frecuente. Suelen dar metástasis pulmonares y muy pocas veces linfáticas. El tratamiento es la resección ampliada (figs. e l 8 .6 -e l8 .8 ).",TRAUMATOLOGÍA,,,,Desarticulación de la cadera.,Tratamiento con ifosfamida y tamoxifeno durante 6 ciclos previos a la cirugía de resección para reducir el tamaño de la lesión.,Cirugía marginal extirpando la pseudocápsula que suelen formar estos tumores como respuesta a su rápido crecimiento.,Hemipelvectomía derecha modificada.,,2,,Por descarte
2022,39,,,,Paciente de 35 años de edad que consulta para confirmar una sospecha de alergia a Anisakis simplex. Ha sufrido previamente un cuadro clínico de anisakiasis gastrointestinal tras ingerir pescado. En las pruebas efectuadas se evidencian niveles de IgE específica de 10 KU/l frente a Anisakis simplex. De las siguientes ¿Cuál sería la recomendación dietética para este paciente?:,"El Anisakis simplex es un parásito que se encuentra de forma frecuente en el pescado. Para evitar reacciones con dicho parásito realizará una dieta exenta de pescado fresco y crudo (boquerones en vinagre, ahumados, salazones, sushi, etc.). Podrá consumir pescado ultracongelado o pescado fresco previamente congelado a -20ºC al menos 5 días antes de cocinarlo, siempre y cuando lo cocine a altas temperaturas >60ºC (asado, frito, etc.), evitando preparaciones crudas, a la plancha o cocciones en microondas. Se recomienda consumir preferentemente las colas porque las larvas del parásito suelen estar cerca de las vísceras de la cabeza.",,ALERGOLOGÍA,,,,"No puede comer ningún pescado, crustáceo, molusco ni cefalópodo.",Puede comer pescado fresco cocinado a la plancha.,Puede comer pescado ultracongelado comercialmente.,Puede comer pescado fresco marinado o ahumado en frío.,,3,,
2022,40,,,,"Mujer de 16 años diagnosticada de rinoconjuntivitis alérgica por sensibilización a pólenes de gramíneas desde los 10 años, que no controla totalmente la sintomatología en época de polinización con antihistamínicos orales y corticoides tópicos nasales. ¿Qué opción terapéutica etiológica estaría indicada?:",Actualmente el único tratamiento eficaz y capaz de modificar el curso natural de la alergia respiratoria es la inmunoterapia específica con alérgenos durante un mínimo de 3 años consecutivos. En este paciente el tratamiento convencional no ha funcionado por lo que se puede escalar a la inmunoterapia específica con alérgenos. Si que es verdad que no es necesario esperar 10 años para iniciarla dado que está indicada y se permite su uso si existe una relevancia clínica en mayores de 5 años. Omalizumab es un tratamiento biológico que solo estaría indicado en caso de asma bronquial moderada grave secundaria a alergia respiratoria.,,ALERGOLOGÍA,,,,Inmunoterapia específica vía sublingual o vía subcutánea durante un periodo mínimo de 3 años.,Inmunoterapia específica vía sublingual o vía subcutánea durante un periodo máximo de 1 año.,Omalizumab vía subcutánea cada 4 semanas durante un período máximo de 1 año.,Omalizumab vía subcutánea cada 4 semanas durante un período mínimo de 6 meses.,,1,,
2022,122,,,,"Paciente de 78 años sin antecedentes que consulta por astenia y disnea de 3 meses de evolución, que ha progresado hasta hacerse de reposo en los últimos días. En los días previos refiere también dolor torácico de características anginosas con pequeños esfuerzos. En la exploración destaca presión arterial de 110/80 mmHg, frecuencia cardíaca de 85 lpm y auscultación con un soplo sistólico áspero en segundo espacio intercostal derecho y crepitantes en ambas bases pulmonares. ¿Cuál de los siguientes es el diagnóstico más probable?:",Estenosis aórtica.,https://www.msdmanuals.com/es-es/professional/trastornos-cardiovasculares/enfermedades-valvulares/estenosis-a%C3%B3rtica,CARDIOLOGÍA,,,,Insuficiencia mitral.,Estenosis aórtica.,Insuficiencia aórtica.,Miocardiopatía dilatada de origen isquémico.,,2,,Ez dago azalpenik
2022,124,,,,"Mujer de 82 años con fibrilación auricular crónica de 10 años de evolución y función sistólica biventricular conservada que presenta episodios de bloqueo aurículo-ventricular completo sintomáticos, por lo que se decide implantar un sistema de estimulación cardiaco definitivo. ¿Cuál de los siguientes está indicado?:",Marcapasos VVI (unicameral ventricular).,https://cardiopatiascongenitas.net/arritmias/marcapasos/unicameral/,CARDIOLOGÍA,,,,Marcapasos DDD (bicameral).,Marcapasos VVI (unicameral ventricular).,Marcapasos AAI (unicameral auricular).,Terapia de resincronización ventricular (TRC).,,2,,Ez dago azalpenik
2022,125,,,,"Varón de 23 años diagnosticado de síndrome de Wolff-Parkinson-White que acude a urgencias por palpitaciones. El ECG muestra una taquicardia irregular de QRS ancho, con una frecuencia cardiaca de 205 lpm, compatible con fibrilación auricular preexcitada. ¿Cuál de los siguientes fármacos considera adecuado administrar para detener la taquicardia?:","Procainamida. El tratamiento de elección para el síndrome de Wolff-Parkinson-White es la cardioversión con corriente continua. Los fármacos que reducen la frecuencia cardíaca, empleados en forma habitual en la fibrilación auricular, no resultan eficaces, y la digoxina y los bloqueantes de los canales de calcio no dihidropiridinas (p. ej., verapamilo, diltiazem) están contraindicados porque podrían aumentar la frecuencia ventricular y causar fibrilación ventricular. Si no es posible la cardioversión, se deben usar fármacos que prolongan el periodo refractario de la conexión de los accesorios. Se prefiere procainamida IV o amiodarona, pero cualquier fármaco antiarrítmico de clase Ia, Ic o III se puede utilizar.",https://www.msdmanuals.com/es-es/professional/trastornos-cardiovasculares/arritmias-y-trastornos-de-la-conducci%C3%B3n-card%C3%ADaca/fibrilaci%C3%B3n-auricular-y-s%C3%ADndrome-de-wolff-parkinson-white-wpw,CARDIOLOGÍA,,,,Verapamilo.,Digoxina.,Adenosina.,Procainamida.,,4,,
2022,126,,,,"Varón de 58 años con antecedentes de hipertensión arterial de 6 años de evolución, que consulta por mal control de las cifras de presión arterial a pesar de recibir tratamiento con un inhibidor de la enzima convertidora de angiotensina, un diurético y un calcioantagonista. En consulta presenta cifras de 149/100 mmHg. Analítica: creatinina 1,2 mg/dl, potasio 2,2 mEq/l y alcalosis metabólica compensada; resto del estudio bioquímico, hemograma, coagulación y sedimento urinario normal. Señale la afirmación correcta:",La TC forma parte del estudio diagnóstico en caso de haber una confirmación bioquímica.,https://www.nefrologiaaldia.org/es-articulo-hipertension-arterial-resistente-408,CARDIOLOGÍA,,,,El origen de la hipertensión en este caso es la secreción excesiva de aldosterona causada por una hiperfunción autónoma de la médula suprarrenal.,En la mayoría de los casos el sustrato anatómico es una hiperplasia bilateral de la corteza suprarrenal.,La TC forma parte del estudio diagnóstico en caso de haber una confirmación bioquímica.,La espironolactona está contraindicada en el manejo de esta patología.,,3,,Ez dago azalpenik
2022,128,,,,"Mujer de 75 años con antecedentes de insuficiencia cardiaca con fracción de eyección del 25% que acude a revisión, encontrándose estable en clase funcional III de la NYHA. Tiene un desfibrilador cardioversor implantado. La medicación actual consiste en lisinopril, carvedilol y espironolactona en las dosis máximas toleradas. En la exploración física tiene TA 118/74 mmHg, FC 78 lpm. En la auscultación cardiaca se detecta un tercer tono, la auscultación pulmonar es normal y no presenta edemas. ¿Cuál de los siguientes es el paso más apropiado en su manejo?:",Suspender el lisinopril e iniciar sacubitrilo/valsartan.,https://secardiologia.es/clinica/publicaciones/actualidad-cardiologia-clinica/abril-2018/9427-manejo-pra-ctico-de-sacubitrilo-valsarta-n-en-la-consulta-del-cardio-logo,CARDIOLOGÍA,,,,Añadir sacubitrilo/valsartan.,Añadir ivabradina.,Suspender el lisinopril e iniciar sacubitrilo/valsartan.,Suspender el carvedilol e iniciar ivabradina.,,3,,
2022,129,,,,"Varón de 65 años que acude a urgencias por aparición de lesiones moteadas cianóticas en los dedos de ambos pies. Antecedentes personales: tabaquismo, hipertensión arterial y dislipemia. Rx tórax: ensanchamiento mediastínico. Angio-TC tóraco-abdómino-pélvica: aneurisma de aorta torácica descendente de 7 cm de diámetro, distal a arteria subclavia izquierda y con trombo mural. De las siguientes, señale la opción correcta:",Está indicado el implante de una endoprótesis torácica. ,,CARDIOLOGÍA,,,,Está indicado el tratamiento con estatinas para estabilizar el trombo.,Es necesaria la realización de una aortografía diagnóstica urgente.,En la cirugía se sustituye el segmento aneurismático por una prótesis tubular con reimplante de los troncos supraaórticos.,Está indicado el implante de una endoprótesis torácica.,,4,,
2022,130,,,,"Varón de 85 años en fibrilación auricular permanente que consulta por sufrir un dolor brusco y frialdad en el pie derecho desde hace 6 horas. En la exploración presenta cianosis plantar con déficit parcial de sensibilidad y movilidad. El pulso femoral es palpable, estando ausentes los pulsos poplíteo y distales de dicha extremidad. De las siguientes ¿cuál es la actitud terapéutica idónea?:",Tratamiento quirúrgico urgente mediante tromboembolectomía. ,,CARDIOLOGÍA,,,,"Desestimar la cirugía de revascularización, por el tiempo prolongado de isquemia.",Aplicar calor y avisar al cirujano vascular de guardia.,Tratamiento quirúrgico urgente mediante tromboembolectomía.,Tratamiento médico urgente con prostaglandinas intravenosas.,,3,,
2022,89,,,,"Niña de 4 años que presenta fiebre alta de 6 días de evolución. En la exploración clínica presenta un exantema eritematoso maculopapular en tronco y zona genital, con tendencia a la confluencia, sin llegar a ser escarlatiniforme; inyección conjuntival sin secreciones y labios rojos con lengua aframbuesada. Presenta también eritema con edema en manos y pies y una adenopatía cervical unilateral de 2 cm de diámetro. El diagnóstico clínico de sospecha más probable es:","No hay lugar a dudas, no están dando los criterios diagnósticos de una enfermedad de Kawasaki (fiebre de varios días de evolución, exantema, inyección conjuntival, labios rojos, lengua aframbuesada, edema de partes acrales y adenopatía).",,DERMATOLOGÍA,,,,Enfermedad de Kawasaki.,Sarampión.,Rubeola.,Escarlatina.,,1,,
2022,177,,,,"Paciente de 33 años, residente en Valencia, que consulta por presentar en la mejilla derecha una placa eritemato-anaranjada tras picadura de insecto que ha ido creciendo lentamente hasta alcanzar 1,5 cm y que en las últimas semanas se ha ulcerado y cubierto de una escamocostra. La lesión solo le origina discretas molestias si se rasca. Entre sus antecedentes destaca psoriasis en placas en tratamiento con adalimumab subcutáneo. Tiene buen estado general y no toma otros fármacos ni refiere alergias a medicamentos. Indique el tratamiento que emplearía:","El hecho que nos comenten el lugar de residencia ya nos da muchas pistas. Una “picadura” que se transforma en una lesión en una zona descubierta con superficie costrosa y que molesta poco o nada… pues eso en la cuenca mediterránea es una leishmaniasis cutánea o botón de Oriente. Y si bien es cierto que la lesión es de < 4 cm y única, nos dicen que la paciente está en tratamiento con adalimumab, un anticuerpo monoclonal anti-TNF. A excepción del antimoniato de meglumina, ninguno de los otros tratamientos propuestos en las diferentes opciones está indicado en la leishmaniasis, así que está claro. Lo único que es más discutible es que, al tratarse de una paciente inmunodeprimida, probablemente el tratamiento sistémico sería más adecuado. No sé si por ello impugnable, pero al menos, discutible.",,DERMATOLOGÍA,,,,Isotretinoina oral.,Antimoniato de meglumina intralesional.,Corticoesteroides sistémicos.,Amoxicilina oral.,,2,,
2022,50,,,,"Varón de 58 años que acude a control programado de una diabetes mellitus tipo 2 diagnosticada hace 6 años. Tiene antecedentes personales de HTA, dislipidemia, cardiopatía isquémica y pancreatitis de origen biliar. Su medicación incluye lisinopril, metoprolol, metformina, AAS y atorvastatina. En la exploración física presenta tensión arterial 151/93 mmHg, IMC 27,1 kg/m2. La hemoglobina glicada es de 8,3 %.¿Cuál de los siguientes es el tratamiento más adecuado para este paciente?:","Paciente con obesidad, HTA y aumento de HbA1C. En estudios recientes, Empaglifozina, inhibidor altamente selectivo del SGLT210, reduce de forma significativa la TA, la HbA1C y el IMC. La glipizida es del grupo de las sulfonilureas. Se debe evitar su uso en pacientes con cardiopatía. La acarbosa puede interaccionar con betabloqueantes, como los que toma nuestro paciente. La sitagliptina ha demostrado disminuir HbA1C pero no HTA ni IMC.",,ENDOCRINOLOGÍA,,,,Empaglifozina.,Glipizida.,Acarbosa.,Sitagliptina.,,1,,
2022,51,,,,"Mujer de 55 años con diabetes tipo 1 diagnosticada a los 15 años que refiere náuseas y distensión abdominal, especialmente después de las comidas. La evaluación es compatible con una gastroparesia diabética. ¿Cuál de los siguientes medicamentos sería el tratamiento más adecuado para mejorar sus síntomas?:","Fue aprobada como tratamiento para la gastroparesia por la Food and Drug Administration (FDA) de los Estados Unidos en 1979 y sigue siendo el fármaco de primera línea. Actúa como procinético por su efecto antagónico sobre la dopamina 2 de los receptores (D2) promoviendo el vaciamiento gástrico y, además, se une al receptor 5-hidroxitriptamina 4 (serotonina 5-HT4) para estimular las vías nerviosas colinérgicas en el estómago. Fisiológicamente, acelera el tránsito intestinal al aumentar el tono y la amplitud de las contracciones gástricas, incrementa la presión del esfínter esofágico inferior y mejora la coordinación antropiloroduodenal. Además, este agente antiemético proporciona alivio a través del antagonismo de receptores centrales y periféricos de la dopamina.",,ENDOCRINOLOGÍA,,,,Lansoprazol.,Ondansetrón.,Loperamida.,Metoclopramida.,,4,,
2022,55,,,,Paciente diabético de 63 años a quien su médico de familia ha solicitado una analítica para determinar los niveles de vitamina B12. ¿Cuál es el fármaco antidiabético que toma que justifica dicha solicitud?:,"La metformina es un antidiabético oral de uso extendido en el tratamiento de la diabetes mellitus tipo 2. Los efectos secundarios más conocidos son los gastrointestinales y la acidosis láctica; sin embargo, la malabsorción de vitamina B 12, es menos conocida. Se observa una disminución de los niveles de vitamina B 12, en pacientes tratados con metformina. El mecanismo por el cual sucede este déficit no está claro y se sabe que es reversible al interrumpir el tratamiento.",,ENDOCRINOLOGÍA,,,,Gliclazida.,Metformina.,Repaglinida.,Pioglitazona.,,2,,
2022,168,,,,"Varón de 58 años, obeso, asintomático, bebedor moderado, que presenta una primera glucemia basal de 153 mg/d con glucosuria negativa. En las semanas siguientes ha tenido otras dos cifras de glucemias basales de 118 y 136 mg/dl. ¿Cuál de las siguientes es la actitud más apropiada para confirmar el diagnóstico de diabetes mellitus?:","Criterios de Diagnóstico de DM según ISPAD 2018 *Síntomas clásicos de diabetes con glucemia > 200mgr/dl o: * Glucemia en ayunas ≥ 126mgr/dl (ayunas al menos 8h) o * Glucemia a las 2h de SOG ≥ 200mgr/dl (en 2 ocasiones) o * HbA1C ≥ 6,5%.",,ENDOCRINOLOGÍA,,,,Practicar una curva de glucemia con 75 g de glucosa.,Reúne ya criterios diagnósticos de diabetes mellitus.,Solicitar una determinación de insulinemia basal o péptido C.,Solicitar una determinación de hemoglobina glicosilada.,,2,,
2022,160,,,,"Mujer de 35 años, que toma anticonceptivos, acude a urgencias con síndrome febril y parestesias en hemicuerpo izquierdo. En la analítica de sangre se observa Hb 7,5 g/dl, plaquetas 7.000/microl, leucocitos normales con recuento diferencial normal, LDH 1.200 UI/l, reticulocitos 10 % (normal 0,5-2 %), haptoglobina en suero indetectable, test de Coombs directo negativo y frotis de sangre periférica con esquistocitos. Coagulación (tiempo de protrombina y APTT) normal. ¿Cuál de los siguientes es el diagnóstico más probable?:",La paciente presenta criterios para Púrpura trombótica Trombocitopénica (PTT): 1. Alteración neurológica. 2. Sindrome febril (fiebre). 3. Anemia hemolítica coombs negativo migroangiopática (presencia de esquistocitos). 4. Trombopenia.,,HEMATOLOGIA,,,,Anemia hemolítica autoinmune.,Púrpura trombótica trombocitopénica.,Síndrome de Evans (anemia hemolítica y trombopenia inmunes).,Trombocitopenia inmune idiopática.,,2,,
2022,180,,,,"Mujer de 26 años diagnosticada de lupus eritematoso sistémico, en tratamiento con hidroxicloroquina, que consulta por sensación de debilidad generalizada que se ha instaurado progresivamente en los últimos 15 días. En la exploración física se aprecia palidez cutánea y en la analítica destaca Hb 7,4 gr/dL, Hcto 31 %,VCM 108. ¿Cuál de las siguientes determinaciones será más útil para decidir la actuación?:","Dan a conocer de una paciente con LES en tratamiento con Hidroxicloroquina. Cuenta con hb en 7,4 y un VCM más de 100, añadiendo la palidez y debilidad, estaríamos frente a una anemia macrocitica. En mi opinión, la más idónea seria la alteranativa 2, ya que al estar recibiendo tratamiento farmacológico, se ha reportado que la hidroxiloroquina disminuye la absorción del ácido fólico.Al tener una complicación de LES, en este caso, podríamos estar frente a una Anemia hemolítica autoinmune con consumo de ácido fólico. Y para ello sería primero determinar con el coombs directo.",,HEMATOLOGIA,,,,Haptoglobina.,Test de Coombs.,Vitamina B12.,Anticuerpos antinucleares.,,2,,
2022,183,,,,"Mujer de 45 años sin antecedentes de interés que consulta por presentar sensación disneica de unos 4 días de evolución. La exploración muestra taquicardia rítmica, sin soplos y la auscultación pulmonar es normal. La gasometría arterial muestra una pO2 de 70 mmHg y una pCO2 32 mmHg. El hemograma, la función renal y hepática son normales. Tiempo de protrombina 90 %, tiempo de tromboplastina parcial activada (TTPA) con ratio de 2 respecto al control (N <1,2). ¿De los siguientes diagnósticos cuál es el más probable?:","En esta pregunta lo que asumen es que se trata de una mujer de 45 años a la que se le diagnostica un tromboembolismo pulmonar (TEP). Con este diagnóstico, se excluyen directamente las opciones 3 y 4 (además, es mujer, así que no tendríamos que pensar en la hemofilia) Como dato analítico, dice que hay un alargamiento del TTPA. Por lo tanto, quieren que sepas, que tiene ac lúpico positivo y que lo relaciones directamente con el síndrome antifosfolípido (SAF). Un Leiden no altera la coagulación, así que se descarta tambíen De todos modos, aunque no entra dentro de las posibles respuestas, la positividad a lúpicos se pueden relacionar con un sinfín de situaciones clínicas, síndromes y patologías. Asumir que un TEP + lúpico es un SAF, me parece un tanto exagerado, pero es lo más probable con los datos que se aportan.",,HEMATOLOGIA,,,,Síndrome antifosfolípido.,Factor V de Leiden.,Hemofilia.,Pericarditis aguda.,,1,,
2022,175,,,,Paciente de 62 años que consulta por haber estado en contacto cercano en las últimas semanas con una persona con una tuberculosis activa. El Mantoux es positivo (12 mm). Entre sus antecedentes destaca estar en tratamiento con anticoagulantes orales (acenocumarol) por una trombosis venosa profunda hace unos meses. No refiere fiebre ni tos y se encuentra asintomático. La Rx de tórax es normal. ¿Cuál de los siguientes tratamientos es el más recomendable?:,"A partir del 2018, hay cuatro esquemas posológicos para el tratamiento de la infección de tuberculosis latente recomendados por los CDC que usan isoniacida (INH), rifapentina (RPT) o rifampina (RIF). Todos los tratamientos son eficaces. Los proveedores de atención médica deberían recetar los tratamientos más cortos, que son más convenientes, siempre que sea posible. La combinación más corta sería la de Isoniacida + Rifapentina, durante tres meses o la Rifampicina durante cuatro meses. Sin embargo, el hecho de tomar acenocumarol hace que la indicación para este paciente sea la Isoniacida durante 9 meses, ya que hay interacción entre los derivados de la rifamicina (rifapentina y rifampicina).","https://www.cdc.gov/tb/esp/topic/treatment/ltbi.htm , https://www.cdc.gov/tb/esp/topic/treatment/decideltbi.htm",MEDICINA PREVENTIVA,,,,"Isoniacida, durante nueve meses.","Rifampicina, durante cuatro meses.","Isoniacida y rifampicina, durante tres meses.","Isoniacida y rifapentina, durante tres meses.",,4,,Azalpenak eta erantzun zuzena ez datoz guztiz bat
2022,148,,,,"Paciente de 48 años remitido a consulta de nefrología por un filtrado glomerular estimado (FGe) de 32 ml/min/1,72 m². ¿Cuál de los siguientes datos NO orientaría a pensar en una enfermedad renal crónica?:","La adecuada diferenciación corticomedular es sugestiva de que no hay una alteración parenquimatosa crónica, y es un hallazgo frecuente en el fracaso renal agudo (opción 4 correcta). La historia familiar de nefropatía podría indicar la existencia de un trastorno hereditario (opción 2 incorrecta). Los riñones pequeños y la hiperfosfatemia son características propias de la enfermedad renal crónica (opción 1 y 3 incorrectas).",,NEFROLOGÍA,,,,Riñones de pequeño tamaño.,Antecedentes familiares de nefropatía.,Niveles elevados de fósforo en sangre.,Buena diferenciación ecográfica de corteza y médula renales.,,4,,
2022,149,,,,"Mujer de 67 años con enfermedad renal crónica secundaria a nefropatía diabética. En la actualidad presenta una creatinina de 3,2 mg/dl con filtrado glomerular estimado (CKD-EPI) 14 ml/min. ¿Cuál de las siguientes afirmaciones es cierta?:","Un filtrado glomerular inferior a 15 ml/min se clasifica como estadio 5 (G5), indicando que la enfermedad renal se encuentra en estadio terminal y debe plantearse el inicio de terapia sustitutiva (opción 2 cierta, opción 1 falsa). En esta situación no es esperable que un buen control glucémico pueda revertir el daño renal, aunque sí podría ayudar a retrasar la progresión (opción 3 falsa). Estos pacientes suelen presentar una albuminuria estadio A3 (superior a 300 mg/24 h), pudiendo llegar al rango nefrótico (opción 4 falsa).",,NEFROLOGÍA,,,,Presenta una enfermedad renal crónica estadio 3 y debe iniciar quelantes del fósforo.,Presenta una enfermedad renal crónica estadio 5 y debe considerarse el tratamiento renal sustitutivo.,Un buen control glucémico puede revertir la insuficiencia renal.,Es poco probable que presente una proteinuria superior a 500 mg/24 h.,,2,,
2022,150,,,,"Mujer de 47 años que consulta por síndrome miccional. Se le diagnostica de infección urinaria no complicada y se le trata con ciprofloxacino durante 5 días. A la semana vuelve a consultar por mal estado general, artralgias y aparición de un rash cutáneo. En la analítica destaca un filtrado glomerular de 45 ml/min (CKD-EPI), siendo el de hace 6 meses de 100 ml/min. En el sedimento se identifican leucocitos, siendo negativo para nitritos. ¿De las siguientes, cuál es la causa más probable de su insuficiencia renal?:","El cuadro de malestar general, artralgias, rash cutáneo, fracaso renal agudo y sedimento activo con leucocituria estéril siguiendo a la toma de un fármaco es altamente sugestivo de NIA (opción 4 correcta). Dentro de los fármacos, los antibióticos son la causa más frecuente, y el ciprofloxacino uno de los habituales. La nefrotoxicidad directa es muy rara y se caracteriza por la cristalización en los túbulos renales (opción 2 incorrecta). La glomerulonefritis postinfecciosa es más propia de niños y adultos mayores de 60 años, y suele manifestarse con hematuria tras infecciones estreptocócicas (opción 1 incorrecta). La pielonefritis aguda nos la habrían presentado con fiebre alta y dolor en fosa renal (opción 3 incorrecta).",,NEFROLOGÍA,,,,Glomerulonefritis postinfecciosa.,Nefrotoxicidad por ciprofloxacino.,Pielonefritis aguda.,Nefritis intersticial aguda.,,4,,
2022,151,,,,"Varón de 22 años que acude a urgencias por presentar orina “casi negra” desde hace 12 horas. No tiene antecedentes de interés ni toma medicamentos. Refiere un cuadro catarral de vías altas desde hace 4-5 días para el que ha tomado paracetamol. Exploración: temperatura 37,3 ºC, PA 150/95, FC 85 lpm, ligero eritema faríngeo, resto normal. En analítica destaca: Hb 12,8 g/dl, Hcto 39 %, leucocitos 10.500/mm3 con fórmula normal, plaquetas 250.000/mm3, coagulación normal, urea 25 mg/dl, creatinina 0,8 mg/dl, iones, perfil hepático, lipídico, albúmina y proteínas totales normales. Estudio de autoinmunidad normal y serología vírica negativa. Orina de 24 h con proteinuria de 0,75 g/24 h, sedimento con 10 eritrocitos por campo (90% dismórficos), no leucocituria. Ecografía renal normal. ¿Qué diagnóstico le parece más probable?:","Un cuadro de hematuria macroscópica y proteinuria leve con niveles normales de creatinina, acompañando a un cuadro catarral de vías altas, es muy sugestivo de nefropatía IgA (opción 3 correcta).",,NEFROLOGÍA,,,,Nefropatía con cambios mínimos.,Glomerulonefritis postinfecciosa.,Nefropatía IgA.,Nefritis intersticial aguda.,,3,,
2022,152,,,,"Varón de 24 años que presenta microhematuria dismórfica, proteinuria de 3 g/24 h, FGe (CKD-EPI) 85 ml/min e hipoacusia neurosensorial. Refiere que su abuela materna precisó diálisis a los 70 años y tanto su madre como su hermana pequeña presentan microhematuria aislada. ¿Cuál de las siguientes enfermedades es más probable?:","Caso de libro, poco que añadir. Microhematuria, proteinuria e hipoacusia neurosensorial en varón joven, con antecedentes familiares de mujeres con hematuria = síndrome de Alport.",,NEFROLOGÍA,,,,Síndrome de Alport.,Nefropatía IgA.,Enfermedad de Fabry.,Poliquistosis renal autosómica dominante.,,1,,
