kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
476,"lesiones,zona,neuropatía,hipohidrosis","C0332447#C1313971#C0221198,C0019360,C0442874#C0031117,C0020620","dolor intenso,fiebre,dolores del crecimiento sudoración,color rojo","C0458256 C0458256,C0015967,C0423693 C0423693 C0423693 C0038990,C0332575#C1260956 C0332575#C1260956",angioqueratomas,-
477,disfagia,C0232520#C0011168,disfagia,C0232520#C0011168,ictus,-
478,disfonía,C1527347#C1527344#C1527340#C0042940,"Mujer,masa palpable","C0043210#C0015780#C0086418,C0746412 C0746412","cuadro,confusional","-,-"
479,lesiones,C0332447#C1313971#C0221198,"Mujer,Menopausia,embarazos,sangrado vaginal,conductas","C0043210#C0015780#C0086418,C0025320#C0567312,C0549206#C0032961#C0549169,C0426196 C0426196,C0004927",,
480,,,"Mujer,relación sexual utiliza preservativo flujo vaginal anormal","C0043210#C0015780#C0086418,C1314687#C0009990#C0009253 C1314687#C0009990#C0009253 C0420877 C0420877 C0476354 C0476354 C0476354","dolor,movilización,dolorosa","C1719974_3,C0185112,-"
481,,,Mujer,C0043210#C0015780#C0086418,,
482,"lesión,zona,carcinoma escamoso","C0332447#C1313971#C0221198,C0019360,C0007137 C0007137",Mujer,C0043210#C0015780#C0086418,"coitorragias,H-SIL","-,-"
483,cáncer de mama ganglio centinela carcinoma ductal infiltrante ganglio centinela,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222 C0272401#C0677944 C0272401#C0677944 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475 C0272401#C0677944 C0272401#C0677944,"Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743",afectación,-
484,abortos,C0156543#C1281512,"Mujer,embarazo a término","C0043210#C0015780#C0086418,C0232991 C0232991 C0232991",,
485,"anemia,macrocitosis,artropatía,enfermedad","C0002871#C0221395#C1510654,C2004480,C0022408,C0012634#C0039082","Mujer,hipergastrinemia","C0043210#C0015780#C0086418,C0232567","ferropenia,de,Graves,Basedow","-,C0332285,C0439808#C0205082,-"
486,"embolia,trombofilia,trombosis venosa","C1704212#C0013922,C0398623,C0042487 C0042487",mujer,C0043210#C0015780#C0086418,,
487,leucemia mieloide aguda,C0023467 C0023467 C0023467,"eritema cutáneo,diarrea,acuosa,dolor abdominal","C0041834 C0041834,C0011991,C0443350,C0000737 C0000737",náuseas,-
488,"túnel,punción,lesiones","C0332816#C0337138,C0033119,C0332447#C1313971#C0221198","Mujer,astenia,disnea","C0043210#C0015780#C0086418,C0004093#C3714552,C0013404#C0553668","carpiano,plasmocitosis","-,-"
489,epistaxis,C0014591,Mujer,C0043210#C0015780#C0086418,"Gp,IIb-IIIa","-,-"
490,trombocitopenia,C0040034_1,trombocitopenia,C0040034_1,"manifestaciones,hemorrágicas","-,C0333275"
491,secreción,C0012621,disuria,C0013428,quemazón,-
492,neutropenia,C0027947#C0001824#C1534864#C1576411#C0853697,"Mujer,neutropenia,tos,disnea,pesar,múltiples nódulos pulmonares","C0043210#C0015780#C0086418,C0027947#C0001824#C1534864#C1576411#C0853697,C0010200_1,C0013404#C0553668,C1879338#C0018235,C0748164 C0748164 C0748164","expectoración,cavitado","C0232515#C0038056,-"
493,deterioro,C1265875#C0684336#C0231171,"fiebre,deterioro","C0015967,C1265875#C0684336#C0231171","Plasmodium,falciparum,parasitemia","-,-,-"
494,,,"portador,fiebre","C0560175,C0015967","ictus,tiritona","-,-"
495,"inflamación,pus","C0021368#C0302158,C0034161","fiebre,dolor,malestar general,actuaciones","C0015967,C0030193,C0234215#C0231218 C0234215#C0231218,C0699820",herida,-
496,,,"Mujer,fiebre,escalofríos,cefalea,mialgias,tos no productiva","C0043210#C0015780#C0086418,C0015967,C0234192#C0085593#C0424790,C0018681,C0231528,C0850149 C0850149 C0850149","proceso,gripal,infiltrados","C1522240,-,-"
497,"consolidación,infección por VIH","C0702116,C0019693 C0019693 C0019693",tos productiva dolor pleurítico,C0239134 C0239134 C0008033 C0008033,"estertores,VIH","-,C0458074#C0019682_1"
498,"lesión,exposición,zona,osteoporosis,polimialgia reumática","C0332447#C1313971#C0221198,C0274281,C0019360,C0029456,C0032533#C1527406 C0032533#C1527406","Mujer,dolor,fumadora","C0043210#C0015780#C0086418,C0030193,C0337664","fractura,diabetes","-,-"
499,adenoma pleomorfo,C0026277 C0026277,"dolor,sudoración","C0030193,C0038990_1",enrojecimiento,C0005874
500,hematuria macroscópica,C0473237 C0473237,,,,
501,,,"hallazgos,proteinuria factor reumatoide negativo","C0243095,C0033687 C0427391 C0427391 C0427391","orinas,espumosas","C0042036,-"
502,hematuria,C0018965,"hematuria,diuresis","C0018965,C0012797",,
503,disfunción eréctil disfunción eréctil disfunción eréctil,C0242350 C0242350 C0242350 C0242350 C0242350 C0242350,,,diabético,-
504,"carcinoma,zona","C0007097,C0019360",,,"sintomatología,miccional","-,-"
505,"reflujo,vesicoureteral,dilatación","C0042580_1,C0042580_2,C0012359","reflujo,vesicoureteral,morfología","C0042580_1,C0042580_2,C0700329#C0332437",,
506,,,"fiebre,polaquiuria,tenesmo vesical dolor perianal","C0015967,C0042023_1,C0423735 C0423735 C0585134 C0585134","tiritona,mal,estado","-,C0205169,C0449438#C1301808"
507,"choque,cálculo,fosa,cálculos,dilatación","C0036974,C0006736,C0332471,C0006736,C0012359","mujer,dolor,fiebre","C0043210#C0015780#C0086418,C0030193,C0015967","mal,estado,náuseas","C0205169,C0449438#C1301808,-"
508,asma moderada,C0581125 C0581125,mujer,C0043210#C0015780#C0086418,,
509,"lesiones,lesión","C0332447#C1313971#C0221198,C0332447#C1313971#C0221198","Mujer,muertos,signos,hallazgo radiológico","C0043210#C0015780#C0086418,C1546956,C0311392,C1290916 C1290916","hipofonesis,peritonismo,rotura","-,-,-"
510,enfisema,C0013990,"varón,tos","C0086582,C0010200_1","fumador,EPOC,expectoración","C0337671_2,-,C0232515#C0038056"
511,síndrome,C0012634#C0039082,inconsciente,C0041657,"depresivo,hiato,aniónico","-,C0003074_1,C0003074_2"
512,,,"mujer,disnea","C0043210#C0015780#C0086418,C0013404#C0553668",,
513,"masa,adenocarcinoma","C1306372#C0577559,C0001418","fumador,masa","C0337664,C1306372#C0577559",afectación,-
514,"edema,de,papila,masa,desviación,herniación","C0030353_1,C0030353_2,C0030353_3,C1306372#C0577559,C0185033#C0333051,C0019270","Mujer,crisis,signos,edema,de,papila,masa,dolor de cabeza","C0043210#C0015780#C0086418,C0231224,C0311392,C0030353_1,C0030353_2,C0030353_3,C1306372#C0577559,C0018681 C0018681 C0018681","epilépticas,piramidales,izquierdos","-,-,C0205091"
515,,,"mujer,crisis epiléptica,automatismos,amnesia","C0043210#C0015780#C0086418,C0036572#C0014544 C0036572#C0014544,C0004377,C0002622","olor,desagradable","-,-"
516,"distonía,enfermedad,trastornos","C0013421#C0393593,C0012634#C0039082,C0012634#C0039082","temblor,distonía","C0040822#C1527384_1,C0013421#C0393593",psiquiátrica,C0205487
517,parálisis de la mirada vertical,C0339652 C0339652 C0339652 C0339652 C0339652,niño de,C0680063 C0680063,diplopia,-
518,deterioro,C1265875#C0684336#C0231171,"mujer,amnesia,apraxia,anomia,desorientación temporal,anosognosia,hallazgos","C0043210#C0015780#C0086418,C0002622,C0003635,C0003113,C0233408 C0233408,C0234507,C0243095",,
519,atrofia,C0333641#C0037154,"mujer,debilidad,sensibilidad,signo de Babinski","C0043210#C0015780#C0086418,C0424594#C0004093#C3714552,C1264642#C0439823#C0312418,C0034935 C0034935 C0034935",fasciculaciones,-
520,,,"déficit,sensibilidad vibratoria","C0162429,C0234198#C0576682 C0234198#C0576682",pérdida,-
521,,,disartria,C0013362,"hipertenso,hemiplejia,alteraciones","-,-,-"
522,enfermedad de Hirschsprung,C0019569 C0019569 C0019569,,,,
523,vómitos,C0042963_1,nacimiento,C1148523#C0005615,,
524,raquitismo por deficiencia de vitamina D,C0221468 C0221468 C0221468 C0221468 C0221468 C0221468,,,,
525,,,"espasmos,somnolencia,hallazgo,tumoración","C0037763,C2830004,C0243095,C0577559","triste,manchas","-,-"
526,traumatismo,C3263723,niño de dolor testicular,C0680063 C0680063 C0039591 C0039591,,
527,"vómitos,leucocitosis,desviación","C0042963_1,C0023518#C0750426,C0185033#C0333051","Neonato,regurgitaciones,nacimiento,letárgico,Lactancia,leucocitosis","C0021289#C2239178,C2004489,C1148523#C0005615,C0023380,C0231330#C0006147,C0023518#C0750426","desnutrido,alteraciones","-,-"
528,,,"recién nacido,respiración lenta","C0021289#C2239178 C0021289#C2239178,C0231837 C0231837",flacidez,C0026825
529,deformidad,C0302142,"Niño de,deformidad,sensibilidad","C0680063 C0680063,C0302142,C1264642#C0439823#C0312418",lesión,C0449499_3
530,artritis reumatoide hipertensión arterial,C0003873 C0003873 C0020538 C0020538,"dolor,fiebre","C0030193,C0015967",,
531,eritema,C0041834,"mujer,dolor,eritema,pesar,síntomas","C0043210#C0015780#C0086418,C0030193,C0041834,C1879338#C0018235,C1457887","aumento,sensación,de,arenilla","C0442805,C0036658#C1455667,C0332285,-"
532,,,"dolor,rigidez","C0030193,C0427008#C0026837",,
533,"artropatía,reacción alérgica,artritis","C0022408,C0020517#C0263236#C1527304 C0020517#C0263236#C1527304,C0003864",artritis,C0003864,"litiasis,ácido,uricemia,brote","C1458136_1,C0041980_1,-,-"
534,"asma bronquial,púrpura,edemas","C0004096#C0085129#C1319018#C1260881 C0004096#C0085129#C1319018#C1260881,C0439542#C0034150,C0013604","Mujer,púrpura,artralgias,edemas,proteinuria","C0043210#C0015780#C0086418,C0439542#C0034150,C0003862,C0013604,C0033687_1",elevación,C0439775
535,"traumatismo,fractura,infección","C3263723,C0016658,C0009450",energía,C0424589,,
536,traumatismo,C3263723,"Mujer,omalgia","C0043210#C0015780#C0086418,C0231655",diabética,-
537,disminución,C0333668#C0547047,"dolor en la cara,hipoestesia,ausencia de reflejo","C0015468 C0015468 C0015468 C0015468,C0020580#C0028643,C0234146 C0234146 C0234146",Lasègue,-
538,"esguince de tobillo,edematoso,edema cutáneo","C0160087 C0160087 C0160087,C0013604,C0521464 C0521464","dolor intenso,hallazgos","C0458256 C0458256,C0243095","hiperémico,cianótico,desmineraliza_x0002_ción","-,-,-"
539,"impotencia,osteosarcoma osteoblástico","C0242350,C0029463#C1704328 C0029463#C1704328","dolor,impotencia","C0030193,C0242350",,
540,úlcera úlcera,C0041582 C0041582,mujer,C0043210#C0015780#C0086418,herida,-
541,carcinoma embrionario,C0206659 C0206659,,,adenopatías,-
542,"adenocarcinoma,metástasis","C0001418,C2939419#C0013930",Mujer,C0043210#C0015780#C0086418,afectación,-
543,cáncer de mama,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222,"Mujer,dolor óseo","C0043210#C0015780#C0086418,C0151825 C0151825","sintomatología,exacerbaciones,dolor","-,-,C1304888#C0002766_3"
544,"enfermedad,infección respiratoria,insuficiencia,respiratoria","C0012634#C0039082,C0035243 C0035243,C0035229_1,C0035229_2","Mujer,insuficiencia,respiratoria","C0043210#C0015780#C0086418,C0035229_1,C0035229_2",neurodegenera_x0002_tiva,-
545,esclerosis múltiple depresión psicótica,C0026769 C0026769 C0270458 C0270458,"capaz de comer,actuaciones","C0566305 C0566305 C0566305,C0699820",,
546,"síndrome,lesiones,rubor","C0012634#C0039082,C0332447#C1313971#C0221198,C0332575#C0016382#C0005874","astenia,dolor abdominal,rubor,hallazgo","C0004093#C3714552,C0000737 C0000737,C0332575#C0016382#C0005874,C0243095","constitucional,células,fantasma","-,C1269647#C0007634,-"
547,glaucoma primario de ángulo abierto,C0339573 C0339573 C0339573 C0339573 C0339573,presión,C0460139,"diabético,asmático","-,-"
548,esquizofrenia,C0036341,"Mujer,descompensación,inquietud,propósito,síntomas","C0043210#C0015780#C0086418,C0231187,C0700075#C0085631#C0424235,C0702110#C1285529,C1457887",psicóticos,-
549,corte,C0000925#C0184904,"Mujer,problemas,mujer,lucidez,Alteración del contenido del pensamiento ideas delirantes","C0043210#C0015780#C0086418,C0033213,C0043210#C0015780#C0086418,C0239110,C0233666 C0233666 C0233666 C0233666 C0233666 C0011253 C0011253","triste,hipotimia,de,celotípico,alteración,ideación,autolítica","-,-,C0332285,-,-,C0392348,-"
550,,,"temores,ansiedad,síntomas,taquicardia","C0015726#C1288289,C0003467,C1457887,C0039231_1","somáticos,sudores","-,C0038984"
551,"daño,desmayo","C0010957#C0684336#C0231171,C0041657#C0039070#C0312422#C0332521","malestar,temor,daño,desmayo,caída","C0231218,C0015726#C1288289,C0010957#C0684336#C0231171,C0041657#C0039070#C0312422#C0332521,C0085639",pérdida,-
552,"leucemia,les","C0023418,C1292157#C0409974","comportamiento,problemas,les","C0004927,C0033213,C1292157#C0409974",inquieto,-
553,vómito,C0042963#C0042965,"cantidades,sentimiento de culpa","C1265611#C0237753,C0018379 C0018379 C0018379",,
554,"infección por Trypanosoma cruzi,enfermedad","C0041234 C0041234 C0041234 C0041234,C0012634#C0039082","Mujer,mujer,embarazo,actuaciones","C0043210#C0015780#C0086418,C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0699820",,
555,"masa,fosa","C1306372#C0577559,C0332471","dolor perianal,masa","C0585134 C0585134,C1306372#C0577559",dolorosa,-
556,,,"Mujer,fumadora,disnea,tos no productiva","C0043210#C0015780#C0086418,C0337664,C0013404#C0553668,C0850149 C0850149 C0850149",crepitantes,-
557,"Sangrado,mioma","C0019080,C0027086","Mujer,gestaciones,Sangrado,pesar,cantidad de flujo menstrual","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0019080,C1879338#C0018235,C0425949 C0425949 C0425949 C0425949",,
558,"linfoma,necrosis,cariorrexis","C0024299,C0027540,C0333732","Mujer,fiebre","C0043210#C0015780#C0086418,C0015967","adenopatías,histiocitos,células,dendríticas,plamocitoides,neutrófilos,plasmáticas","-,C0019612,C1269647#C0007634,C0439640,-,C0027950,-"
559,"cardiopatía isquémica estenosis aórtica reumática,endocarditis","C0002962#C0151744 C0002962#C0151744 C0155567 C0155567 C0155567,C0014118","fiebre,soplo aórtico","C0015967,C0277934 C0277934","Staphylococcus,aureus,meticilin,elevación","-,-,-,C0439775"
560,"atrofia óptica de Leber,enfermedad","C0917796 C0917796 C0917796 C0917796,C0012634#C0039082",,,"mutación,11778A","-,-"
561,"disfagia,edema de glotis","C0232520#C0011168,C0264315 C0264315 C0264315","disnea,disfagia","C0013404#C0553668,C0232520#C0011168",,
562,tuberculosis diseminada,C0152915 C0152915,,,,
563,"cicatrización,infecciones,pus","C0008767#C0043240,C0009450,C0034161",,,"dificultad,heridas","C1299586#C0332218,-"
564,infección urinaria,C0042029 C0042029,portador,C0560175,"Pseudomonas,aeruginosa","-,-"
565,bacteriemia,C0004610,,,"cocos,grampositivos,Staphylococcus,aureus","C0009210,-,-,-"
566,"cardiopatía,bloqueo AV","C0018799,C0004245#C1879286 C0004245#C1879286",fumador,C0337664,"EPOC,pérdida","-,-"
567,"disminución,lesiones,enfermedades","C0333668#C0547047,C0332447#C1313971#C0221198,C0012634#C0039082","síntomas,insuficiencia,engrosamiento,volúmenes,presiones","C1457887,C0231179,C0205400,C0449468#C0178733,C0460139",elevación,C0439775
568,derivaciones,C1442858#C0542331,dolor torácico opresivo,C1299600 C1299600 C1299600,elevación,C0439775
569,"hipertensión arterial,diabetes mellitus,insuficiencia renal crónica,edemas","C0020538 C0020538,C0011849 C0011849,C0403447 C0403447 C0403447,C0013604","Mujer,disnea,taquipneica,edemas","C0043210#C0015780#C0086418,C0013404#C0553668,C0231835,C0013604","empeoramiento,arrítmica,crepitantes","-,-,-"
570,"hipotensión,shock","C0020649,C0036974",Mujer,C0043210#C0015780#C0086418,hipoperfusión,C0442856
571,"lesiones,necrobiosis","C0332447#C1313971#C0221198,C0162812",signos,C0311392,,
572,"exantema,acné,leucocitosis con eosinofilia,linfocitosis","C0015230,C0702166,C0014457#C0311368 C0014457#C0311368 C0014457#C0311368,C0024282#C0853698","fiebre,malestar general,dolor menstrual,edema facial,linfocitosis","C0015967,C0234215#C0231218 C0234215#C0231218,C0013390 C0013390,C0542571 C0542571,C0024282#C0853698","enrojecimiento,cuadro,viral,alérgica,adenopatías,aumento","C0005874,-,-,-,-,C0442805"
573,"colecistitis aguda,coledocolitiasis","C0149520 C0149520,C0009438#C0701818","Mujer,dolor,fiebre,ictericia","C0043210#C0015780#C0086418,C0030193,C0015967,C0022346",,
574,"colitis ulcerosa,bilirrubinemia,enfermedades","C0009324#C2919828 C0009324#C2919828,C0595865#C0020433,C0012634#C0039082","descompensación,dolor sordo","C0231187,C0278144 C0278144",,
575,,,"mujer,dolor","C0043210#C0015780#C0086418,C0030193",alteración,-
576,"pólipos,gastritis crónica,metaplasia intestinal","C0032584,C0085695 C0085695,C0334037 C0334037",,,,
577,melenas,C0025222#C0222048,"Mujer,palidez","C0043210#C0015780#C0086418,C0030232#C1275397",,
578,,,"líquidas,acuosas,dolor abdominal malestar general","C0444611#C1304698#C1697794#C0302908#C1704353,C0443350,C0000737 C0000737 C0234215#C0231218 C0234215#C0231218","deposiciones,productos,patológicos","-,-,C1521733"
579,diabetes mellitus tipo 2 neumonía adquirida en la comunidad insuficiencia respiratoria aguda,C0011860 C0011860 C0011860 C0011860 C0694549 C0694549 C0694549 C0694549 C0694549 C0865850 C0865850 C0865850,,,"HTA,dislipemia","-,-"
580,"cardiopatía isquémica,hiperlipemia,xantomas","C0002962#C0151744 C0002962#C0151744,C0020473,C0302314",,,"eventos,cardiovasculares","C0441471,-"
581,"anorexia nerviosa,edemas,fóvea,síndrome de realimentación","C0003125 C0003125,C0013604,C0332471,C0860549 C0860549 C0860549","mujer,disnea,edemas","C0043210#C0015780#C0086418,C0013404#C0553668,C0013604",,
582,hiperparatiroidismo primario,C0221002 C0221002,mujer,C0043210#C0015780#C0086418,"calcemia,litiasis","-,C1458136_1"
583,,,,,,
584,,,"astenia,volumen","C0004093#C3714552,C0449468#C0178733",,
585,"colelitiasis,esplenomegalia","C0008350#C0947622,C0038002",mujer,C0043210#C0015780#C0086418,,
586,tromboembolismo,C0040038,no alcanza,C0560523 C0560523,,
587,fibrilación auricular hemorragia digestiva,C0004238 C0004238 C0017181 C0017181,,,,
588,"desviación,esplenomegalia","C0185033#C0333051,C0038002",,,"anisotrombia,mutación","-,-"
589,trombopenia,C0040034_1,,,"alargamiento,esquistocitos","C0441592,C0221282"
590,"enfermedad,hepatomegalia","C0012634#C0039082,C0019209","Mujer,molestias,fiebre","C0043210#C0015780#C0086418,C0231218,C0015967","Estreptococo,de,Waldenström,recidiva,HLA,aumento,oleada","C0038402,C0332285,-,C0034897#C2945760#C0035020,-,C0442805,-"
591,"exantema,hendidura,uveítis anterior úlcera escrotal","C0015230,C0332469,C0022073#C0042165 C0022073#C0042165 C0268948 C0268948",,,"pruriginoso,alteraciones,VIH","C0439707,-,C0458074#C0019682_1"
592,"enfermedad,deterioro,nódulo","C0012634#C0039082,C1265875#C0684336#C0231171,C0028259","consecuencia,fiebre,tos seca,deterioro,signo del halo","C0543419#C1368999#C1704419#C1280500#C1280519,C0015967,C0850149 C0850149,C1265875#C0684336#C0231171,C0233205 C0233205 C0233205","diabetes,hifas","-,C0521057#C0949695"
593,,,"mujer,disuria,polaquiuria,flujo vaginal","C0043210#C0015780#C0086418,C0013428,C0042023_1,C0227791 C0227791",urgencia,C0439609
594,rinorrea,C1260880_1,dificultad respiratoria rinorrea,C0013404#C0553668 C0013404#C0553668 C1260880,adenopatía,-
595,cáncer,C1306459#C0936282#C0006826,,,,
596,gastroenteritis aguda,C0267446 C0267446,"fiebre,diarrea","C0015967,C0011991",,
597,"claudicación intermitente hipertensión arterial,edemas,sedimento,dilatación","C0021775 C0021775 C0020538 C0020538,C0013604,C0333562,C0012359","fumador,malestar general,edemas","C0337664,C0234215#C0231218 C0234215#C0231218,C0013604",pérdida,-
598,"insuficiencia renal crónica nefropatía diabética,deterioro","C0403447 C0403447 C0403447 C0011881 C0011881,C1265875#C0684336#C0231171",deterioro,C1265875#C0684336#C0231171,,
599,"infecciones,cistitis","C0009450,C0010692","Mujer,fiebre,dolor","C0043210#C0015780#C0086418,C0015967,C0030193","ureterohidronefrosis,jet","-,-"
600,"choque,cálculos,hipercalciuria","C0036974,C0006736,C0020438","Mujer,cólicos","C0043210#C0015780#C0086418,C0423605#C0232488#C3665357","masa,oxalato,cálcico,recidiva","C1305855_3,C2939413#C0029988,-,C0034897#C2945760#C0035020"
601,"hematuria macroscópica,litiasis,cistocele","C0473237 C0473237,C0023869,C1394494","mujer,fumadora","C0043210#C0015780#C0086418,C0337664",,
602,"asma,crisis de asma","C0004096#C0085129#C1319018#C1260881,C0347950 C0347950 C0347950",hallazgos,C0243095,agudización,-
603,"leucocitosis,desviación","C0023518#C0750426,C0185033#C0333051","disnea,fiebre,taquipnea,cianosis,estertores crepitantes","C0013404#C0553668,C0015967,C0231835,C0010520,C0034642 C0034642","cuadro,catarral,aumento","-,-,C0442805"
604,derrame pleural,C0032227 C0032227,"mujer,disnea,líquido","C0043210#C0015780#C0086418,C0013404#C0553668,C0444611#C1304698#C1697794#C0302908#C1704353",adenopatías,-
605,"disminución,desviación de la tráquea","C0333668#C0547047,C0392014 C0392014 C0392014 C0392014","disnea,murmullo vesicular","C0013404#C0553668,C0231857 C0231857",matidez,-
606,"esguince,síncope,hipertensión pulmonar,defectos","C0038045#C0409497,C0039070#C0332521_1,C0020542 C0020542,C1457869#C0231172","disnea,mareo,síncope,signos,defectos","C0013404#C0553668,C0012833#C0220870,C0039070#C0332521_1,C0311392,C1457869#C0231172",,
607,"papiledema,hematoma,trombosis venosa","C0030353#C0155288,C0018944,C0042487 C0042487","Mujer,cefalea,papiledema,crisis","C0043210#C0015780#C0086418,C0018681,C0030353#C0155288,C0231224",,
608,neoplasia intraepitelial,C0345977 C0345977,Mujer,C0043210#C0015780#C0086418,"nuligesta,papiloma,alteración,LSIL","-,C0021344_3,-,-"
609,acné,C0702166,Mujer,C0043210#C0015780#C0086418,,
610,atrofia vaginal,C0241616 C0241616,"disfunción,mujer,menopausia,dispareunia","C0277785,C0043210#C0015780#C0086418,C0025320#C0567312,C1384606",,
611,,,"mujer,obesa,metrorragia","C0043210#C0015780#C0086418,C0028754,C0025874",,
612,endometriosis,C0014175#C0311312,"heterosexual,esterilidad,mujer,varón","C1527360#C0019421,C0021359,C0043210#C0015780#C0086418,C0086582",,
613,,,"Primigesta,Gestación,vivo,Líquido amniótico normal","C0860096,C0549206#C0032961#C0549169,C2584946,C0566729 C0566729 C0566729","náuseas,esquistocitos","-,C0221282"
614,"sangrado,zonas","C0019080,C0019360","Mujer,metrorragia,sangrado,hallazgo","C0043210#C0015780#C0086418,C0025874,C0019080,C0243095","bache,sintomatología,perimenopáusica","C0562973,-,-"
615,cáncer de mama,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222,"mujer,obesa,portadora","C0043210#C0015780#C0086418,C0028754,C0560175","mutación,BRCA-2","-,-"
616,disminución,C0333668#C0547047,"Mujer,pesar","C0043210#C0015780#C0086418,C1879338#C0018235","diabetes,mal,control,afectación,maculopatías","-,C0205169,C2587213,-,-"
617,disminución,C0333668#C0547047,fiebre,C0015967,,
618,cardiopatía congénita comunicación interauricular,C0152021#C0018798 C0152021#C0018798 C0018817 C0018817,hallazgos,C0243095,,
619,"vómitos,eritema","C0042963_1,C0041834","irritabilidad,eritema,lactancia","C0022107,C0041834,C0231330#C0006147",decaimiento,-
620,,,niño de,C0680063 C0680063,,
621,,,"Recién nacido,actuación","C0021289#C2239178 C0021289#C2239178,C0699820",esfuerzo,C0425466_1
622,"hirsutismo,acné","C0019572,C0702166",sudoración,C0038990_1,"vello,telarquia,axilarquia","C0221959,-,-"
623,"abscesos,tuberculosis pulmonar nocardiosis pulmonar fístula perianal,inmunodeficiencias","C0000833,C0041327 C0041327 C0275583 C0275583 C0205929#C0267561#C0149889 C0205929#C0267561#C0149889,C0021051",niño de,C0680063 C0680063,"enterobacterias,cuadro,diarreico,inmunodeficiencia,ASCA","-,-,-,C0019682_4,C0521060"
624,metabolopatía,C0025517,crisis,C0231224,convulsiva,-
625,"derivación,demencia","C1442858#C0542331,C0497327","problemas,somnoliento","C0033213,C0013144","nervioso,delirium","-,-"
626,"fiebre,ondulante,dolor lumbar,tumefacción,impotencia,artritis de rodilla","C0006309#C0424781_1,C0006309#C0424781_2,C0024031 C0024031,C0038999,C0242350,C0240111 C0240111 C0240111","fiebre,ondulante,dolor,tumefacción,impotencia","C0006309#C0424781_1,C0006309#C0424781_2,C0030193,C0038999,C0242350","líquido,aspecto,inflamatorio","C0039097_1,C0700364#C0233426#C0332441,C0333348"
627,,,"Mujer,fiebre","C0043210#C0015780#C0086418,C0015967",poliartritis,C0162323
628,"hemorragia digestiva,impotencia","C0017181 C0017181,C0242350","dolor,impotencia,signos","C0030193,C0242350,C0311392","enrojecimiento,febrícula,inflamatorios","C0005874,-,C0333348"
629,"purulenta,púrpura,hematuria microscópica,nódulos","C0439665,C0439542#C0034150,C0239937 C0239937,C0028259","astenia,pérdida de peso secreción nasal,tos","C0004093#C3714552,C0043096#C1285591 C0043096#C1285591 C0043096#C1285591 C1260880 C1260880,C0010200_1","febrícula,expectoración,hemáticos","-,C0232515#C0038056,-"
630,múltiples fracturas costales,C0272567 C0272567 C0272567,"mujer,dolor,analgesia","C0043210#C0015780#C0086418,C0030193,C0344307","politraumatismo,hipotensa","-,-"
631,"traumatismo,disminución,deformidad","C3263723,C0333668#C0547047,C0302142","dolor,deformidad,crepitación","C0030193,C0302142,C0034642","dolor,elevación,aumento","C1719974_3,C0439775,C0442805"
632,colapso,C0344329#C0332521,dolor moderado,C0278139 C0278139,osteonecrosis,-
633,dolor lumbar,C0024031 C0024031,"dolor,déficit","C0030193,C0162429",alteraciones,-
634,"bloqueos,osteocondritis disecante","C0028778,C0029421 C0029421",dolor,C0030193,,
635,metástasis,C2939419#C0013930,dolor intenso,C0458256 C0458256,lesión,C0221204_1
636,hipertensión arterial,C0020538 C0020538,"mujer,nerviosismo,dolor,sudoración","C0043210#C0015780#C0086418,C0027769,C0030193,C0038990_1","náuseas,agitada,nerviosa","-,-,-"
637,"lesiones,flictenas","C0332447#C1313971#C0221198,C0005758#C0344311",,,dolorosas,-
638,cáncer de mama carcinoma ductal infiltrante,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475,,,afectación,-
639,"cáncer,complicación,enfermedad,hipertensión arterial edema cerebral","C1306459#C0936282#C0006826,C0009566#C2362589,C0012634#C0039082,C0020538 C0020538 C0006114#C1527311 C0006114#C1527311","Mujer,cefalea","C0043210#C0015780#C0086418,C0018681","afectación,alteraciones,tendencia,al,sueño,alteración","-,-,-,-,C0037313,-"
640,"úlceras,decúbito","C0041582,C0442303#C0011127","debilidad,fatiga extrema,ruido,apnea","C0424594#C0004093#C3714552,C0392674 C0392674,C0006318,C0003578",,
641,"carcinoma,metástasis","C0007097,C2939419#C0013930","Mujer,desorientación,agitación psicomotriz","C0043210#C0015780#C0086418,C0233407,C0085631 C0085631",,
642,demencia,C0497327,"mujer,problema","C0043210#C0015780#C0086418,C0033213",cáncer,C0581834_3
643,trombosis,C0087086#C0003148#C0040053,"Mujer,fumadora,dolor en la pierna derecha","C0043210#C0015780#C0086418,C0337664,C0564823 C0564823 C0564823 C0564823 C0564823",,
644,,,niño de,C0680063 C0680063,atropello,-
645,acidosis metabólica,C0220981 C0220981,actuaciones,C0699820,,
646,lesión,C0332447#C1313971#C0221198,"Mujer,ictericia","C0043210#C0015780#C0086418,C0022346",,
